,formatted_address,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,Street,commune,country,store_name,communes
1880,"Pl. Général-Guisan 7, 1530 Payerne, Switzerland",Coop Supermarché Payerne,4.1,1096.0,46.8221874,6.9421553,Pl. Général-Guisan 7, 1530 Payerne, Switzerland,coop,payerne
1881,"ZI Palaz B8, 1530 Payerne, Switzerland",Aldi,4.1,662.0,46.8262125,6.9275167,ZI Palaz B8, 1530 Payerne, Switzerland,aldi,payerne
1882,"Charrière d'Estavayer 19, 1530 Payerne, Switzerland",Lidl Suisse,4.0,654.0,46.8276558,6.928901799999999,Charrière d'Estavayer 19, 1530 Payerne, Switzerland,lidl,estavayer
1883,"Centre commercial, 1774 Cousset, Switzerland",Denner Partenaire,4.2,150.0,46.8181363,6.977318500000001,Centre commercial, 1774 Cousset, Switzerland,denner,
1884,"Rte de l'Ancienne Ferme 6, 1680 Romont, Switzerland",Lidl Suisse,3.4,8.0,46.6887133,6.906922600000001,Rte de l'Ancienne Ferme 6, 1680 Romont, Switzerland,lidl,
1885,"Rte Champ-des-Fontaines 2, 1700 Fribourg, Switzerland",Coop Supermarché Fribourg Jura,4.0,136.0,46.809416,7.144183099999999,Rte Champ-des-Fontaines 2, 1700 Fribourg, Switzerland,coop,cham
1886,"Pl. de la Couronne 1, 1522 Lucens, Switzerland",Coop Supermarché Lucens,3.8,220.0,46.7077081,6.839074999999999,Pl. de la Couronne 1, 1522 Lucens, Switzerland,coop,lucens
1887,"Rte des Grèves 18, 1544 Gletterens, Switzerland",Volg,3.4,46.0,46.9040794,6.9303756,Rte des Grèves 18, 1544 Gletterens, Switzerland,volg,gletterens
1888,"Rte du Vignoble 13, 2017 Boudry, Switzerland",migrolino,4.1,156.0,46.9538277,6.8448211,Rte du Vignoble 13, 2017 Boudry, Switzerland,migro,boudry
1889,"Rue Oscar-Huguenin 4, 2017 Boudry, Switzerland",Coop Supermarché Boudry,3.8,255.0,46.9498956,6.8376611,Rue Oscar-Huguenin 4, 2017 Boudry, Switzerland,coop,rue
1890,"Rue des Vergers 1, 1462 Yvonand, Switzerland",Migros Partenaire,4.4,122.0,46.7982412,6.744380800000001,Rue des Vergers 1, 1462 Yvonand, Switzerland,migro,rue
1891,"Rue du Collège 6, 1410 Thierrens, Switzerland",Migros Partenaire,4.4,169.0,46.7044097,6.7547903,Rue du Collège 6, 1410 Thierrens, Switzerland,migro,rue
1892,"Chem. du Devin 15, 1510 Moudon, Switzerland",Denner Partner,4.4,10.0,46.6612792,6.7963052,Chem. du Devin 15, 1510 Moudon, Switzerland,denner,moudon
1893,"Rte de Berne 3, 1523 Marnand, Switzerland",Denner Partner,4.2,380.0,46.7576571,6.8995856,Rte de Berne 3, 1523 Marnand, Switzerland,denner,bern
1894,"Rue de la Poste 1, 1410 Thierrens, Switzerland",Coop Supermarché Thierrens,3.9,199.0,46.703501,6.754386299999999,Rue de la Poste 1, 1410 Thierrens, Switzerland,coop,rue
1895,"Rte d'Yvonand 8, 1522 Lucens, Switzerland",Denner Partner,4.3,176.0,46.7085348,6.841393,Rte d'Yvonand 8, 1522 Lucens, Switzerland,denner,lucens
1896,"Rte Jo Siffert 6, 1762 Givisiez, Switzerland",Lidl Suisse,4.1,289.0,46.81544,7.12649,Rte Jo Siffert 6, 1762 Givisiez, Switzerland,lidl,givisiez
1897,"Rte de Lausanne 20, 1400 Yverdon-les-Bains, Switzerland",migrolino,4.3,104.0,46.7649903,6.6494008,Rte de Lausanne 20, 1400 Yverdon-les-Bains, Switzerland,migro,ins
1898,"Rue de Combamare 21, 2025 Chez-le-Bart, Switzerland",Migros Supermarché,4.1,111.0,46.899681,6.783871,Rue de Combamare 21, 2025 Chez-le-Bart, Switzerland,migro,rue
1899,"Rte de Villarimboud 15, 1690 Villaz-Saint-Pierre, Switzerland",Volg,5.0,1.0,46.7212372,6.956369899999999,Rte de Villarimboud 15, 1690 Villaz-Saint-Pierre, Switzerland,volg,villaz
1900,"Rte d'Orbe 4, 1040 Echallens, Switzerland",Coop Supermarché Echallens,4.0,389.0,46.6418928,6.6311981,Rte d'Orbe 4, 1040 Echallens, Switzerland,coop,echallens
1901,"A1 Restoroute de, 1372 Bavois, Switzerland",migrolino Bavois Jura,4.1,290.0,46.67362079999999,6.5692778,A1 Restoroute de, 1372 Bavois, Switzerland,migro,bavois
1902,"Rue du Port 7, 2024 Saint-Aubin-Sauges, Switzerland",Denner Partenaire,4.4,157.0,46.8942293,6.774032099999999,Rue du Port 7, 2024 Saint-Aubin-Sauges, Switzerland,denner,sauge
1903,"Rue Saint-Pierre 2, 1700 Fribourg, Switzerland",MIGROS Daily - Fribourg,4.1,271.0,46.803415,7.154414,Rue Saint-Pierre 2, 1700 Fribourg, Switzerland,migro,rue
1904,"Rue Louis-d'Affry 4, 1700 Fribourg, Switzerland",Coop Supermarché Fribourg Gare,4.2,735.0,46.8036831,7.1505047,Rue Louis-d'Affry 4, 1700 Fribourg, Switzerland,coop,rue
1905,"Place de la Gare 10, 1740 Neyruz, Switzerland",Migros Supermarkt,4.1,40.0,46.7662479,7.0648309,Place de la Gare 10, 1740 Neyruz, Switzerland,migro,
1906,"Av. de la Gare 12, 1700 Fribourg, Switzerland",Coop Supermarché City Fribourg Food,4.1,603.0,46.8031635,7.1523344,Av. de la Gare 12, 1700 Fribourg, Switzerland,coop,fribourg
1907,"Rte de Fribourg 15, 1723 Marly, Switzerland",Coop Supermarché Marly,3.9,356.0,46.7800917,7.150208399999999,Rte de Fribourg 15, 1723 Marly, Switzerland,coop,fribourg
1908,"Rue de la Pierre-à-Mazel 10, 2000 Neuchâtel, Switzerland",Coop Supermarché Neuchâtel Maladière,4.2,884.0,46.9951537,6.9439315,Rue de la Pierre-à-Mazel 10, 2000 Neuchâtel, Switzerland,coop,rue
1909,"Rte de Fribourg 44, 1741 Cottens, Switzerland",Denner Partner,4.2,263.0,46.7530049,7.0333187,Rte de Fribourg 44, 1741 Cottens, Switzerland,denner,fribourg
1910,"Av. de la Gare 16, 2013 Colombier, Switzerland",Migros Supermarkt,4.0,220.0,46.9664746,6.8552018,Av. de la Gare 16, 2013 Colombier, Switzerland,migro,
1911,"Chem. de Ronzi 2, 2016 Cortaillod, Switzerland",Denner Express,4.2,14.0,46.94434210000001,6.842975699999999,Chem. de Ronzi 2, 2016 Cortaillod, Switzerland,denner,cortaillod
1912,"Rue de l'Ecluse 30 - 38, 2000 Neuchâtel, Switzerland",Lidl Suisse,4.0,605.0,46.992509,6.924338199999999,Rue de l'Ecluse 30 - 38, 2000 Neuchâtel, Switzerland,lidl,rue
1913,"Rue Saint-Honoré 18, 2000 Neuchâtel, Switzerland",ALDI-SUISSE,4.0,136.0,46.9905678,6.930406,Rue Saint-Honoré 18, 2000 Neuchâtel, Switzerland,aldi,rue
1914,"Rue des Sablons 43, 2000 Neuchâtel, Switzerland",Denner Discount,4.2,345.0,46.99647179999999,6.9325784,Rue des Sablons 43, 2000 Neuchâtel, Switzerland,denner,rue
1915,"Rue du Clos-de-Serrières 31, 2000 Neuchâtel, Switzerland",Denner Express,4.0,172.0,46.9816808,6.9005485,Rue du Clos-de-Serrières 31, 2000 Neuchâtel, Switzerland,denner,rue
1916,"Rte du Vignoble 25, 2017 Boudry, Switzerland",Denner Partner,4.2,301.0,46.9549897,6.8480186,Rte du Vignoble 25, 2017 Boudry, Switzerland,denner,boudry
1917,"Rue du Château 1, 1564 Domdidier, Switzerland",Denner Partner,4.4,238.0,46.86644690000001,7.012574000000001,Rue du Château 1, 1564 Domdidier, Switzerland,denner,rue
1918,"Rue Centrale 42, 1580 Avenches, Switzerland",Volg,4.2,18.0,46.8795547,7.0395737,Rue Centrale 42, 1580 Avenches, Switzerland,volg,rue
1919,"Rte du Pré-Vert 5, 1580 Avenches, Switzerland",Supermarché Migros,4.1,293.0,46.8864072,7.045593999999999,Rte du Pré-Vert 5, 1580 Avenches, Switzerland,migro,avenches
1920,"Grand'Rue 16, 1462 Yvonand, Switzerland",Coop Supermarché Yvonand,4.0,269.0,46.7997923,6.7454386,Grand'Rue 16, 1462 Yvonand, Switzerland,coop,rue
1921,"Rue des Vergers 5, 1462 Yvonand, Switzerland",Denner Satellit,4.3,145.0,46.7985506,6.7436177,Rue des Vergers 5, 1462 Yvonand, Switzerland,denner,rue
1922,"Rue de l'Eglise 27, 1425 Onnens, Switzerland",Volg,4.1,84.0,46.837796,6.6876523,Rue de l'Eglise 27, 1425 Onnens, Switzerland,volg,rue
1923,"Rte du Moulin 16, 1673 Auboranges, Switzerland",Société coopérative de laiterie d'Auboranges,0.0,0.0,46.581195,6.806434899999999,Rte du Moulin 16, 1673 Auboranges, Switzerland,coop,auboranges
