,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,shop,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,branch,operator,website,toilets:wheelchair,wheelchair,diet:halal,diet:kosher,addr:country,phone,source,internet_access,check_date:opening_hours,addr:housename,payment:cash,payment:debit_cards,entrance,level,organic,opening_hours:covid19,payment:coins,payment:credit_cards,description,emergency,emergency:phone,nodes,building,indoor,source:opening_hours,takeaway,addr:place,check_date,access,amenity,fee,parking,layer,start_date,post_box:location,bus,ele,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,operator:wikidata,name:en,internet_access:fee,contact:phone,building:material,roof:colour,building:levels,building:roof,roof:shape,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,recycling:clothes,smoothness,surface,capacity:disabled,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,name:de,lit,fixme,payment:twint,departures_board,access:covid19,changing_table,contact:website,dog,end_date,fax,addr:state,opening_hours:url,smoking,building:part,contact:addr:full,internet_access:ssid,disused:shop,recycling:batteries,contact:addr,addr:full,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,source:addr,landuse,addr:suburb,changing_table:location,addr:street:fr,official_name,man_made,surveillance,loc_name,post_office:brand,nat_name,url,roof:levels,indoor_seating,outdoor_seating,capacity,opening_date,recycling:electrical_appliances,recycling:cans,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:fr,ways,type,note,payment:visa_debit,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
34,node/7390289540,7390289540,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",supermarket,POINT (8.3575307 47.0936014),Ebikon,1,6030,Ebisquare-Strasse,Migros Ebikon Mall (MMM),Ebikon Mall of Switzerland,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-ebikon-mall-of-switzerland,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,node/7390289541,7390289541,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",supermarket,POINT (8.3410776 47.0813405),Ebikon,16,6030,Zentralstrasse,Migros Ebikon (MM),Ebikon Ladengasse,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-ebikon-ladengasse,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,node/7390289544,7390289544,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,,,,Migros,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 08:00-17:00",supermarket,POINT (8.651044 46.8727406),Altdorf UR,67,6460,Gotthardstrasse,Migros Urnertor (MM),Altdorf Urnertor,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-buerglen-altdorf-urnertor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,node/7637818880,7637818880,node,,,,,,,,Migros,,,POINT (8.44121 47.0834866),,,,,,,,,,,,,,,,,,,,,,,,,,,Kundendienst,defibrillator,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,way/87220776,87220776,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,supermarket,"POLYGON ((8.3096603 47.0544041, 8.3100758 47.0545668, 8.3097429 47.0549515, 8.3095612 47.054851, 8.3093527 47.0547357, 8.3096603 47.0544041))",Luzern,9,6004,Hertensteinstrasse,Migros Schweizerhof (MM),Luzern Schweizerhof,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-luzern-schweizerhof,,yes,,,,,Bing,,,,,,,,,,,,,,,"[1014207331, 1014205180, 1014206139, 1553431911, 1014205856, 1014207331]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,way/379342427,379342427,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Sa 06:00-22:00, Su 07:00-22:00",supermarket,"POLYGON ((8.3091514 47.0507673, 8.3091402 47.0508571, 8.309313 47.0508664, 8.309421 47.0508711, 8.3094303 47.0507397, 8.3092337 47.0506583, 8.3091514 47.0507673))",Luzern,,6003,,Migros Luzern Bahnhof,Luzern Bahnhof,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-luzern-bahnhof,,,,,,,,,2022-06-16,,,,,-1,,,,,,,,"[3810146561, 3826363461, 3826363460, 3826408898, 3826408897, 3826408894, 3810146561]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,node/48932835,48932835,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,supermarket,POINT (8.522895 47.37502),Zürich,7,8004,Wengistrasse,Migros Wengihof,Zürich Wengihof,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,,yes,,,,,,,,,,,,0,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,node/70656488,70656488,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.7064484 47.4918744),Winterthur,102,8406,Zürcherstrasse,Migros Töss,Winterthur Töss,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-toess,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,node/83330862,83330862,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,supermarket,POINT (8.5299814 47.3447487),Zürich,3,8038,Etzelstrasse,Migros Wollishofen (MM),Zürich Wollishofen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wollishofen,,yes,,,CH,,,,2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,node/119249170,119249170,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 09:00-20:00; PH off,supermarket,POINT (8.5361073 47.3752549),Zürich,31-35,8001,Löwenstrasse,Migros City (MMM),Zürich City,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-city,,yes,,,CH,,,,,,,,,2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,node/124140551,124140551,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.7239602 47.2406357),Stäfa,18,8712,Goethestrasse,Migros Stäfa (MM),Stäfa,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-staefa,,yes,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,node/262400822,262400822,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",supermarket,POINT (8.5309446 47.3640724),Zürich,10,8002,Tessinerplatz,Migros Bahnhof Enge,Zürich Enge Bahnhof,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-bahnhof-enge,,,,,CH,,,,2022-02-01,,,,,,,,,,,,,,,,,,Bahnhof Enge,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,node/264065177,264065177,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:00-20:00; PH off,supermarket,POINT (8.5918701 47.4135249),Wallisellen,30,8304,Bahnhofstrasse,Migros Wallisellen,Wallisellen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-wallisellen,,limited,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,node/266914642,266914642,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.5972571 47.2603539),Horgen,24,8810,Alte Landstrasse,Migros Horgen (MM),Horgen Schinzenhof,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-horgen-schinzenhof,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,node/267346993,267346993,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5314709 47.3855977),Zürich,152,8005,Limmatstrasse,Migros Limmatplatz (MMM),Zürich Limmatplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-limmatplatz,,yes,,,CH,,,wlan,2022-10-06,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,node/269050379,269050379,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.7132591 47.3544624),Uster,18,8610,Winterthurerstrasse,Migros Uster West,Uster West,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-uster-west,yes,yes,,,,,,,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,node/270958272,270958272,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5540739 47.3583667),Zürich,111-113,8008,Seefeldstrasse,Migros Höschgasse,Zürich Höschgasse,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoeschgasse,,yes,,,CH,,,,2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,node/271028298,271028298,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 07:00-20:00, Sa 08:00-20:00; PH off",supermarket,POINT (8.5480408 47.3656781),Zürich,19-21,8008,Falkenstrasse,Migros Stadelhofen,Zürich Stadelhofen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-stadelhofen,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,node/271029206,271029206,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.5538464 47.3645956),Zürich,20,8032,Kreuzplatz,Migros Kreuzplatz (MM),Zürich Kreuzplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-kreuzplatz,,yes,,,,,,,2022-10-17,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,node/273942728,273942728,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.5713693 47.3576104),Zürich,260,8008,Forchstrasse,Migros Burgwies,Zürich Burgwies,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-burgwies,,yes,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,node/279155942,279155942,node,,,,,,,,Migros,,,POINT (8.2915624 47.1659554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking,yes,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,node/279155943,279155943,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",supermarket,POINT (8.2914109 47.1661059),Hochdorf,5,6280,Hauptstrasse,Migros Hochdorf (MM),Hochdorf Seetal-Center,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-hochdorf-seetal-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,node/279370613,279370613,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.2924516 47.4881565),Nussbaumen AG,,5415,Hertensteinstrasse,Migros Nussbaumen,Nussbaumen Markthof,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-nussbaumen-markthof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,node/282874901,282874901,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Tu 08:00-19:00, We-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (8.3085492 47.4768338),Baden,40/42,5400,Bahnhofstrasse,Migros Baden (MM),Baden City,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-baden-city,,yes,,,,+41 58 567 54 00,,,,,,,,0,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,node/298540226,298540226,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.5377603 47.2913031),Langnau am Albis,2,8135,Hintere Grundstrasse,Migros Langnau a.A.,Langnau am Albis,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-langnau-a-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,node/298540370,298540370,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5639941 47.2942957),Thalwil,130,8800,Alte Landstrasse,Migros Thalwil (MM),Thalwil,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-thalwil,,,,,,,,,2021-10-30,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,node/300332412,300332412,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.6410653 47.3738098),Fällanden,2,8117,Unterdorfstrasse,Migros Fällanden,Fällanden,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-faellanden,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,node/302821909,302821909,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (8.2724788 47.3494071),Wohlen,7,5610,Bahnhofstrasse,Migros Wohlen (MM),Wohlen AG,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-wohlen,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,node/309442624,309442624,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.32741 47.4501764),Neuenhof,19,5432,Zürcherstrasse,Migros Neuenhof,Neuenhof,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-neuenhof,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,node/310133197,310133197,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.548286 47.4195222),Zürich,470,8052,Schaffhauserstrasse,Migros Seebach (MM),Zürich Seebach,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-seebach,,yes,,,CH,,,,,,,,,0,,,,,,,,,,,,,,2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,node/310859990,310859990,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.4852371 47.4799969),Niederhasli,20,8155,Dorfstrasse,Migros Niederhasli,Niederhasli,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-niederhasli,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,node/312649674,312649674,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.6678724 47.2290212),Wädenswil,27,8820,Oberdorfstrasse,Migros Wädenswil (MMM),Wädenswil,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-waedenswil,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,node/312838980,312838980,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,supermarket,POINT (8.5087992 47.3791999),Zürich,376,8004,Badenerstrasse,Migros Albisriederplatz,Zürich Albisriederplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-albisriederplatz,,yes,,,,,,,2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,node/321361643,321361643,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,supermarket,POINT (8.5384284 47.3925525),Zürich,75,8057,Schaffhauserstrasse,Migros Schaffhauserplatz,Zürich Schaffhauserplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schaffhauserplatz,,yes,,,,,,,2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,14.09.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,node/352860119,352860119,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,supermarket,POINT (8.5200924 47.3701218),Zürich,140,8003,Birmensdorferstrasse,Migros Schmiede Wiedikon,Zürich Schmiede Wiedikon,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schmiede-wiedikon,,yes,,,,,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,node/354543032,354543032,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.7151342 47.349994),Uster,20,8610,Zürichstrasse,Migros Illuster (MMM),Uster Illuster,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-uster-illuster,,yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,node/386270747,386270747,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (8.6957963 47.253025),Männedorf,262,8708,Alte Landstrasse,Migros Männedorf,Männedorf,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-maennedorf,,yes,,,CH,+41 44 921 60 40,migros.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,node/401590212,401590212,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.3496696 47.3526298),Bremgarten AG,2,5620,Zufikerstrasse,Migros Bremgarten AG (MM),Bremgarten AG,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-bremgarten-ag,,yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
